SUMMARY;DESCRIPTION;DTSTART;DTEND;LOCATION;CATEGORIES;UID
SAE1.01 Soutenance;RT1-TP_A2 AZZOUNI SOUMAYA;20250924T110000Z;20250924T140000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d32353037382d302d30
R1.05;RT1-B HEYRAUD CHRISTOPHE;20250912T120000Z;20250912T140000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d3932352d302d30
SAE1.02 PROJET;RT1-TP_A1;20251215T160000Z;20251215T170000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31383436302d312d32
VISITE BU (présence OBLIGATOIRE);RT1-TP_B2 HEYRAUD CHRISTOPHE;20250915T090000Z;20250915T100000Z;;;ADE60323032352d3230323653542d455449454e4e452d33343832302d302d30
R1.07 TP;RT1-TP_A2 AZZOUNI SOUMAYA;20251017T140000Z;20251017T160000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d31363631392d302d36
Rentrée Accueil RT1;RT1-S1 NEJJAR NABIH;20250901T120000Z;20250901T150000Z;G_011_AMPHI;;ADE60323032352d3230323653542d455449454e4e452d32393131322d302d30
R1.02;RT1-TP_A1 CHAMBERT CHRISTOPHE;20251010T060000Z;20251010T100000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d333831332d302d30
R1.11 Voltaire A2;BARNAY FABIENNE RT1-TP_A2;20251218T070000Z;20251218T080000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d36333637392d302d32
R1.09 (DS TP);RT1-TP_B2 LLORCA MAUD;20251024T120000Z;20251024T130000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d33303039362d302d30
R1.09 (DS TP);RT1-TP_A1 MATICHARD PIERRE-JEAN;20251024T130000Z;20251024T140000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31393938322d302d30
R1.11 Voltaire B2;BARNAY FABIENNE RT1-TP_B2;20260113T130000Z;20260113T140000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d36333638322d302d32
SAE1.05 PROJET B2;RT1-TP_B2;20260107T160000Z;20260107T170000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d36323133392d372d30
SAE1.05 PROJET B1;RT1-TP_B1;20251217T150000Z;20251217T170000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d33363333382d31312d30
R1.07;RT1-A LAURENT NILS;20251010T123000Z;20251010T140000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d31353037392d382d30
Contrôle des Absences - Bureau de Mme Zeryouh;RT2-S3 RT1-S1 ZERYOUH NEZHA;20251118T110000Z;20251118T113000Z;;;ADE60323032352d3230323653542d455449454e4e452d33343830382d302d30
R1.03;RT1-TP_B2 CHEMINEAU CHRISTOPHE;20251113T070000Z;20251113T110000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d31353937342d302d30
R1.08;RT1-A MARTINI PIERRE;20250909T060000Z;20250909T080000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31343632382d302d32
R1.10;RT1-TP_B1 KOTTI IMEN;20251125T070000Z;20251125T090000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d33303233362d332d30
SAE1.03;RT1-TP_A1;20251117T160000Z;20251117T170000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31383437352d312d30
R1.14;RT1-S1 GAULTIER BEATRICE;20250904T080000Z;20250904T100000Z;G_011_AMPHI;;ADE60323032352d3230323653542d455449454e4e452d3431382d302d30
R1.02;RT1-TP_A2 AZZOUNI SOUMAYA;20251007T060000Z;20251007T100000Z;G_002;;ADE60323032352d3230323653542d455449454e4e452d333831382d302d31
R1.04 TP;RT1-TP_A2 AZZOUNI SOUMAYA;20251119T090000Z;20251119T110000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31343539362d302d31
SAE1.03;RT1-TP_A2;20251121T160000Z;20251121T170000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31383633392d312d30
R1.11 METHODO IA;RT1-A MARTINI PIERRE;20251216T090000Z;20251216T103000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d34383633322d302d32
R1.11 METHODO;RT1-A BARNAY FABIENNE;20251104T080000Z;20251104T090000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d3837342d302d30
SAE1.01 Soutenance;RT1-TP_A1 AZZOUNI SOUMAYA;20250926T110000Z;20250926T140000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d32353037352d302d30
SAE1.02 PROJET;RT1-TP_A2;20251212T150000Z;20251212T170000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31383436312d302d32
SAE1.03;RT1-TP_A1;20251118T080000Z;20251118T100000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31383437352d302d31
R1.13;RT1-TP_A1 BIARD MATHIEU;20251121T070000Z;20251121T090000Z;G_016;;ADE60323032352d3230323653542d455449454e4e452d383339342d302d32
SAE1.04 SUIVI PROJET;RT1-TP_A1 MATICHARD PIERRE-JEAN;20251202T130000Z;20251202T140000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d33303532392d302d32
R1.12 Préparation pour un Job Etudiant (pour les volontaires !!!);RT1-S1 BARNAY FABIENNE;20251022T103000Z;20251022T120000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d32313738322d302d31
R1.06;RT1-A HEYRAUD CHRISTOPHE;20251126T070000Z;20251126T090000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d35303739362d312d30
SAE1.02 TD;RT1-B CHAMBERT CHRISTOPHE;20251208T130000Z;20251208T140000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d36303230372d302d30
SAE1.05 PROJET A1;RT1-TP_A1;20260109T100000Z;20260109T110000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d32343336372d372d30
SAE1.03 SUIVI;RT1-TP_B1 HEYRAUD CHRISTOPHE;20251117T080000Z;20251117T090000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32383031342d302d32
R1.07;RT1-A LAURENT NILS;20250915T140000Z;20250915T160000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d31353037392d352d30
R1.11 METHODO IA;RT1-B MARTINI PIERRE;20251209T090000Z;20251209T103000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d34383635322d302d32
SAE1.05 PROJET B1;RT1-TP_B1;20260108T090000Z;20260108T100000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d33363333382d342d30
SAE1.02 PROJET;RT1-TP_A1;20251203T070000Z;20251203T090000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31383436302d302d30
